status,date,type,price_total,status
sale,2019-07-22,retail_medical,40015.619999999995,
return,2019-07-22,retail_recreational,-33179.15000000001,
sale,2019-07-22,retail_recreational,2839976.230000004,
return,2019-07-22,wholesale,1072656.37,
sale,2019-07-22,wholesale,4487390.959999998,
return,2019-07-23,retail_medical,-94.28000000000002,
sale,2019-07-23,retail_medical,43083.34999999996,
return,2019-07-23,retail_recreational,-6184.510000000001,
sale,2019-07-23,retail_recreational,3003413.960000018,
return,2019-07-23,wholesale,1121066.0799999998,
sale,2019-07-23,wholesale,4675705.879999998,
return,2019-07-24,retail_medical,-40.31999999999999,
sale,2019-07-24,retail_medical,50220.24999999996,
return,2019-07-24,retail_recreational,-6863.160000000006,
sale,2019-07-24,retail_recreational,3228240.4599999683,
return,2019-07-24,wholesale,1354193.79,
sale,2019-07-24,wholesale,3725542.499999999,
return,2019-01-22,wholesale,1448.92,
return,2019-07-25,retail_medical,-44.08999999999999,
sale,2019-07-25,retail_medical,57491.70999999996,
return,2019-07-25,retail_recreational,-8956.080000000009,
sale,2019-07-25,retail_recreational,4127102.0699998303,
return,2019-07-25,wholesale,2212006.0299999993,
sale,2019-07-25,wholesale,5890382.470000004,
sale,2019-07-26,retail_medical,47137.43999999995,
return,2019-07-26,retail_recreational,-8195.08,
sale,2019-07-26,retail_recreational,3434012.6900000097,
return,2019-07-26,wholesale,41615.14,
sale,2019-07-26,wholesale,579683.6299999999,
return,2019-06-11,wholesale,820.28,
return,2019-07-26,retail_medical,-200.85,
return,2019-07-27,retail_medical,6.770000000000007,
sale,2019-07-27,retail_medical,39054.429999999986,
return,2019-07-27,retail_recreational,-6637.379999999995,
sale,2019-07-27,retail_recreational,2796745.790000029,
return,2019-07-27,wholesale,195184.15000000002,
sale,2019-07-27,wholesale,835764.0800000005,
return,2019-07-28,retail_medical,218.69999999999996,
sale,2019-07-28,retail_medical,42491.94999999998,
return,2019-07-28,retail_recreational,-5676.820000000006,
sale,2019-07-28,retail_recreational,2774567.480000006,
return,2019-07-28,wholesale,1049141.7100000002,
sale,2019-07-28,wholesale,4911131.369999999,
sale,2019-07-29,retail_medical,37753.72000000001,
return,2019-07-29,retail_recreational,-5930.5400000000045,
sale,2019-07-29,retail_recreational,2801783.200000024,
return,2018-12-27,wholesale,300.0,
return,2019-05-31,wholesale,4480.0,
return,2019-07-29,retail_medical,-45.65000000000002,
return,2019-07-29,wholesale,1025971.8700000007,
sale,2019-07-29,wholesale,4583158.160000001,
return,2019-07-30,retail_medical,99.26999999999997,
sale,2019-07-30,retail_medical,52222.99000000005,
return,2019-07-30,retail_recreational,-7799.089999999994,
sale,2019-07-30,retail_recreational,3281184.7299999553,
return,2019-07-30,wholesale,1238847.3,
sale,2019-07-30,wholesale,5023874.509999998,
return,2019-07-31,retail_medical,-96.92999999999999,
sale,2019-07-31,retail_medical,57479.979999999996,
return,2019-07-31,retail_recreational,-8514.390000000003,
sale,2019-07-31,retail_recreational,3708273.970000011,
return,2019-07-31,wholesale,754337.5200000003,
sale,2019-07-31,wholesale,3161160.6599999983,
return,2019-06-02,wholesale,3660.0,
return,2019-06-20,wholesale,20950.0,
return,2019-08-01,retail_medical,-155.86999999999998,
sale,2019-08-01,retail_medical,62016.63999999999,
return,2019-08-01,retail_recreational,-10105.479999999989,
sale,2019-08-01,retail_recreational,4630538.369999774,
return,2019-08-01,wholesale,1075358.5199999998,
sale,2019-08-01,wholesale,2773016.690000001,
return,2019-08-02,retail_medical,41.89,
sale,2019-08-02,retail_medical,53588.810000000034,
return,2019-08-02,retail_recreational,-10439.180000000006,
sale,2019-08-02,retail_recreational,3671152.3599998765,
return,2019-08-02,wholesale,206318.86,
sale,2019-08-02,wholesale,777957.4500000001,
sale,2019-08-03,retail_medical,37138.349999999984,
return,2019-08-03,retail_recreational,-8209.089999999997,
sale,2019-08-03,retail_recreational,2870045.209999985,
return,2018-04-04,wholesale,900.0,
return,2019-08-03,retail_medical,-283.15000000000003,
return,2019-08-03,wholesale,74807.75,
sale,2019-08-03,wholesale,560389.2399999998,
return,2019-08-04,retail_medical,-70.53999999999999,
sale,2019-08-04,retail_medical,44525.47000000004,
return,2019-08-04,retail_recreational,-7911.989999999996,
sale,2019-08-04,retail_recreational,3083791.8100000154,
return,2019-08-04,wholesale,1040054.9399999998,
sale,2019-08-04,wholesale,4101518.1300000004,
return,2019-08-05,retail_medical,-14.280000000000001,
sale,2019-08-05,retail_medical,41671.54,
return,2019-08-05,retail_recreational,-5143.470000000003,
sale,2019-08-05,retail_recreational,2915893.769999991,
return,2019-08-05,wholesale,955570.6900000004,
sale,2019-08-05,wholesale,4392379.82,
return,2019-08-06,retail_medical,-72.39,
sale,2019-08-06,retail_medical,45678.52999999999,
return,2019-08-06,retail_recreational,-83293.65,
sale,2019-08-06,retail_recreational,3095884.5400000047,
return,2019-08-06,wholesale,1923467.6799999995,
sale,2019-08-06,wholesale,5693802.640000002,
return,2019-08-07,retail_medical,-167.57,
sale,2019-08-07,retail_medical,52858.420000000006,
return,2019-08-07,retail_recreational,-6458.130000000004,
sale,2019-08-07,retail_recreational,3272984.869999898,
return,2019-08-07,wholesale,984481.0900000001,
sale,2019-08-07,wholesale,4168785.009999998,
return,2019-08-08,retail_medical,-291.71,
sale,2019-08-08,retail_medical,60792.85000000001,
return,2019-08-08,retail_recreational,-9369.970000000007,
sale,2019-08-08,retail_recreational,4325073.639999861,
return,2019-08-08,wholesale,1114662.14,
sale,2019-08-08,wholesale,3562299.620000001,
sale,2019-08-09,retail_medical,49450.05,
return,2019-08-09,retail_recreational,-80049.25,
sale,2019-08-09,retail_recreational,3547815.439999986,
return,2019-08-09,wholesale,86594.9,
sale,2019-08-09,wholesale,700694.6799999999,
return,2018-09-30,wholesale,305.0,
return,2018-10-01,wholesale,15230.5,
return,2018-10-07,wholesale,1062.5,
return,2019-02-20,wholesale,7160.1,
return,2019-06-10,wholesale,462.86,
return,2019-08-09,retail_medical,-35.42,
return,2019-08-10,retail_medical,-53.870000000000005,
sale,2019-08-10,retail_medical,39284.27999999996,
return,2019-08-10,retail_recreational,-61794.39000000003,
sale,2019-08-10,retail_recreational,2966170.499999948,
return,2019-08-10,wholesale,259552.72999999992,
sale,2019-08-10,wholesale,604421.0299999999,
return,2019-08-11,retail_medical,-258.99999999999994,
sale,2019-08-11,retail_medical,45485.84,
return,2019-08-11,retail_recreational,-5835.920000000001,
sale,2019-08-11,retail_recreational,2860477.8899999983,
return,2019-08-11,wholesale,1168954.96,
sale,2019-08-11,wholesale,4272194.050000002,
return,2019-08-12,retail_medical,-1.4100000000000108,
sale,2019-08-12,retail_medical,41013.1,
return,2019-08-12,retail_recreational,-63833.590000000004,
sale,2019-08-12,retail_recreational,2881250.399999995,
return,2019-08-12,wholesale,651970.2000000001,
sale,2019-08-12,wholesale,4016715.099999999,
sale,2019-08-13,retail_medical,44492.40999999998,
return,2019-08-13,retail_recreational,-8065.460000000003,
sale,2019-08-13,retail_recreational,3063459.3999999263,
sale,2018-02-06,wholesale,26922.8,
sale,2018-02-07,wholesale,5600.65,
sale,2018-02-08,wholesale,1100.0,
sale,2018-02-10,wholesale,2905.5,
sale,2018-02-11,wholesale,2159.5,
sale,2018-02-12,wholesale,216.15,
sale,2018-02-13,wholesale,2235.0,
sale,2018-02-14,wholesale,6703.35,
sale,2018-02-16,wholesale,21414.6,
sale,2018-02-19,wholesale,14075.18,
sale,2018-02-20,wholesale,406.0,
sale,2018-02-21,wholesale,22783.65,
sale,2018-02-22,wholesale,2040.0,
sale,2018-02-23,wholesale,4221.89,
sale,2018-02-24,wholesale,1417.5,
sale,2018-02-25,wholesale,5174.54,
sale,2018-02-26,wholesale,1357.44,
sale,2018-02-27,wholesale,15866.849999999999,
sale,2018-02-28,wholesale,2000.0,
sale,2018-03-02,wholesale,600.0,
sale,2018-03-03,wholesale,120.0,
sale,2018-03-04,wholesale,15319.65,
sale,2018-03-05,wholesale,1743.45,
sale,2018-03-06,wholesale,12645.3,
sale,2018-03-07,wholesale,7138.89,
sale,2018-03-08,wholesale,2509.2,
sale,2018-03-11,wholesale,31594.21,
sale,2018-03-12,wholesale,20280.0,
sale,2018-03-13,wholesale,2484.0,
sale,2018-03-14,wholesale,18.0,
sale,2018-03-15,wholesale,97.5,
sale,2018-03-16,wholesale,10803.14,
sale,2018-03-18,wholesale,13098.48,
sale,2018-03-19,wholesale,2340.2,
sale,2018-03-20,wholesale,7111.74,
sale,2018-03-21,wholesale,29606.760000000002,
return,2018-03-22,wholesale,9521.400000000001,
sale,2018-03-24,wholesale,3380.0,
sale,2018-03-25,wholesale,2476.0,
sale,2018-03-26,wholesale,42960.32,
sale,2018-03-27,wholesale,1717.0,
sale,2018-03-28,wholesale,33466.04,
sale,2018-03-29,wholesale,9399.25,
sale,2018-03-30,wholesale,1861.5,
sale,2018-03-31,wholesale,720.0,
sale,2018-04-01,wholesale,10948.53,
sale,2018-04-02,wholesale,4091.69,
sale,2018-04-03,wholesale,4999.7,
sale,2018-04-04,wholesale,0.12000000000000001,
sale,2018-04-05,wholesale,4953.85,
sale,2018-04-07,wholesale,6589.99,
sale,2018-04-08,wholesale,45272.97,
sale,2018-04-09,wholesale,24828.36,
sale,2018-04-10,wholesale,4464.4,
sale,2018-04-11,wholesale,12134.82,
sale,2018-04-12,wholesale,5559.32,
sale,2018-04-13,wholesale,93.0,
sale,2018-04-14,wholesale,6300.0,
sale,2018-04-15,wholesale,5141.25,
sale,2018-04-16,wholesale,18836.06,
sale,2018-04-17,wholesale,20110.15,
sale,2018-04-18,wholesale,10200.03,
sale,2018-04-21,wholesale,380.0,
sale,2018-04-22,wholesale,16382.04,
sale,2018-04-23,wholesale,11379.8,
sale,2018-04-24,wholesale,17440.0,
sale,2018-04-25,wholesale,18598.1,
sale,2018-04-26,wholesale,4894.85,
sale,2018-04-27,wholesale,14584.06,
sale,2018-04-28,wholesale,380.0,
sale,2018-04-29,wholesale,1773.9,
sale,2018-04-30,wholesale,24166.489999999998,
sale,2018-05-01,wholesale,15347.9,
sale,2018-05-02,wholesale,23525.86,
sale,2018-05-03,wholesale,6465.24,
sale,2018-05-04,wholesale,835.0,
sale,2018-05-05,wholesale,948.75,
sale,2018-05-06,wholesale,679.5,
sale,2018-05-07,wholesale,21741.1,
sale,2018-05-08,wholesale,11059.67,
sale,2018-05-09,wholesale,26444.72,
sale,2018-05-10,wholesale,13741.0,
sale,2018-05-11,wholesale,9447.0,
sale,2018-05-13,wholesale,3460.0,
sale,2018-05-14,wholesale,27685.86,
sale,2018-05-15,wholesale,5722.719999999999,
sale,2018-05-16,wholesale,27618.66,
sale,2018-05-17,wholesale,1610.0,
sale,2018-05-18,wholesale,1357.78,
sale,2018-05-19,wholesale,2.1,
sale,2018-05-20,wholesale,20712.69,
sale,2018-05-21,wholesale,20328.3,
sale,2018-05-22,wholesale,28601.950000000004,
sale,2018-05-23,wholesale,14312.45,
sale,2018-05-24,wholesale,304.75,
sale,2018-05-25,wholesale,16341.75,
sale,2018-05-28,wholesale,5135.4,
sale,2018-05-29,wholesale,8185.1,
sale,2018-05-30,wholesale,4722.0,
sale,2018-05-31,wholesale,4707.57,
sale,2018-06-04,wholesale,14485.3,
sale,2018-06-05,wholesale,22857.67,
sale,2018-06-06,wholesale,9419.75,
sale,2018-06-07,wholesale,665.0,
sale,2018-06-08,wholesale,4333.5,
sale,2018-06-10,wholesale,21378.46,
sale,2018-06-11,wholesale,3905.79,
sale,2018-06-12,wholesale,253.0,
sale,2018-06-14,wholesale,1228.0,
sale,2018-06-16,wholesale,297.0,
sale,2018-06-17,wholesale,7513.3,
sale,2018-06-18,wholesale,2000.2,
sale,2018-06-20,wholesale,1889.5,
sale,2018-06-21,wholesale,437.25,
sale,2018-06-22,wholesale,902.0,
sale,2018-06-24,wholesale,5162.5,
sale,2018-06-25,wholesale,5965.95,
sale,2018-06-26,wholesale,17078.300000000003,
sale,2018-06-27,wholesale,28091.3,
sale,2018-06-28,wholesale,942.0,
sale,2018-06-30,wholesale,3410.0,
sale,2018-07-01,wholesale,5201.389999999999,
sale,2018-07-02,wholesale,3961.93,
sale,2018-07-03,wholesale,2766.25,
sale,2018-07-04,wholesale,340.0,
sale,2018-07-05,wholesale,20044.54,
sale,2018-07-06,wholesale,0.02,
sale,2018-07-07,wholesale,3097.9,
sale,2018-07-08,wholesale,2686.7900000000004,
sale,2018-07-09,wholesale,7790.75,
sale,2018-07-10,wholesale,3406.5,
sale,2018-07-11,wholesale,7614.1,
sale,2018-07-15,wholesale,11585.61,
sale,2018-07-16,wholesale,18075.6,
sale,2018-07-17,wholesale,13607.380000000001,
sale,2018-07-18,wholesale,8825.75,
sale,2018-07-19,wholesale,3394.3,
sale,2018-07-22,wholesale,8872.0,
sale,2018-07-23,wholesale,7132.17,
sale,2018-07-24,wholesale,30234.72,
sale,2018-07-25,wholesale,1622.9,
sale,2018-07-26,wholesale,15795.62,
sale,2018-07-28,wholesale,23878.75,
sale,2018-07-29,wholesale,18075.719999999998,
sale,2018-07-30,wholesale,14053.65,
sale,2018-07-31,wholesale,6354.41,
sale,2018-08-01,wholesale,7275.0,
sale,2018-08-02,wholesale,24134.7,
sale,2018-08-04,wholesale,2550.0,
sale,2018-08-05,wholesale,1013.8,
sale,2018-08-07,wholesale,5047.59,
sale,2018-08-08,wholesale,364.5,
sale,2018-08-09,wholesale,715.0,
sale,2018-08-10,wholesale,250.02,
sale,2018-08-11,wholesale,18.0,
sale,2018-08-12,wholesale,1344.4,
sale,2018-08-13,wholesale,1060.0,
sale,2018-08-14,wholesale,8732.25,
sale,2018-08-15,wholesale,1680.0,
sale,2018-08-17,wholesale,357.75,
sale,2018-08-19,wholesale,957.0,
sale,2018-08-20,wholesale,9161.76,
sale,2018-08-21,wholesale,17722.9,
sale,2018-08-22,wholesale,19912.75,
sale,2018-08-23,wholesale,2713.69,
sale,2018-08-25,wholesale,796.5,
sale,2018-08-26,wholesale,28685.0,
sale,2018-08-27,wholesale,24259.5,
sale,2018-08-28,wholesale,14161.980000000001,
sale,2018-08-29,wholesale,8509.0,
sale,2018-08-30,wholesale,830.0,
sale,2018-08-31,wholesale,13855.24,
sale,2018-09-02,wholesale,728.5,
sale,2018-09-03,wholesale,25057.75,
sale,2018-09-04,wholesale,12670.550000000001,
sale,2018-09-05,wholesale,5717.6,
sale,2018-09-06,wholesale,41955.08,
sale,2018-09-07,wholesale,725.6,
sale,2018-09-08,wholesale,1204.0,
sale,2018-09-09,wholesale,8442.66,
sale,2018-09-10,wholesale,6527.5,
sale,2018-09-11,wholesale,7679.4,
sale,2018-09-12,wholesale,17314.93,
sale,2018-09-13,wholesale,1.0,
sale,2018-09-14,wholesale,251.4,
sale,2018-09-16,wholesale,13928.89,
sale,2018-09-17,wholesale,8544.4,
sale,2018-09-18,wholesale,7027.7,
sale,2018-09-20,wholesale,18951.06,
sale,2018-09-23,wholesale,3780.0,
sale,2018-09-24,wholesale,7734.84,
sale,2018-09-25,wholesale,1277.6,
sale,2018-09-26,wholesale,57319.31999999999,
sale,2018-09-27,wholesale,17289.0,
sale,2018-09-28,wholesale,589.0,
sale,2018-10-01,wholesale,9405.0,
sale,2018-10-02,wholesale,11273.980000000001,
sale,2018-10-03,wholesale,3743.3100000000004,
sale,2018-10-04,wholesale,2368.5,
sale,2018-10-07,wholesale,4082.55,
sale,2018-10-08,wholesale,45833.25,
sale,2018-10-10,wholesale,1243.44,
sale,2018-10-11,wholesale,2780.0,
sale,2018-10-12,wholesale,1980.0,
sale,2018-10-13,wholesale,900.0,
sale,2018-10-15,wholesale,16692.0,
sale,2018-10-16,wholesale,703.9,
sale,2018-10-17,wholesale,77145.0,
sale,2018-10-21,wholesale,361.0,
sale,2018-10-22,wholesale,17091.45,
sale,2018-10-23,wholesale,29556.0,
sale,2018-10-25,wholesale,21708.86,
sale,2018-10-26,wholesale,559.8,
sale,2018-10-28,wholesale,21136.4,
sale,2018-10-29,wholesale,10346.55,
sale,2018-10-30,wholesale,1797.5,
sale,2018-10-31,wholesale,2379.0,
sale,2018-11-01,wholesale,5936.8099999999995,
sale,2018-11-06,wholesale,9740.77,
sale,2018-11-07,wholesale,747.5,
sale,2018-11-08,wholesale,66000.0,
sale,2018-11-11,wholesale,15422.55,
sale,2018-11-12,wholesale,68956.58,
sale,2018-11-13,wholesale,600.0,
sale,2018-11-14,wholesale,100.0,
sale,2018-11-15,wholesale,520.0,
sale,2018-11-16,wholesale,1400.0,
sale,2018-11-17,wholesale,16875.0,
sale,2018-11-18,wholesale,11850.01,
sale,2018-11-19,wholesale,3861.75,
sale,2018-11-20,wholesale,4720.0,
sale,2018-11-22,wholesale,4879.1,
sale,2018-11-24,wholesale,582.62,
sale,2018-11-25,wholesale,14868.2,
sale,2018-11-26,wholesale,31549.9,
sale,2018-11-27,wholesale,10886.220000000001,
sale,2018-11-28,wholesale,4102.01,
sale,2018-11-29,wholesale,1045.0,
sale,2018-11-30,wholesale,60.0,
sale,2018-12-03,wholesale,1810.0,
sale,2018-12-04,wholesale,41038.0,
sale,2018-12-05,wholesale,5504.0,
sale,2018-12-07,wholesale,17251.43,
sale,2018-12-08,wholesale,6000.0,
sale,2018-12-10,wholesale,52501.0,
sale,2018-12-11,wholesale,5719.0,
sale,2018-12-12,wholesale,2232.2,
sale,2018-12-13,wholesale,1863.36,
sale,2018-12-17,wholesale,9497.57,
sale,2018-12-19,wholesale,3602.8199999999997,
sale,2018-12-23,wholesale,8821.4,
sale,2018-12-27,wholesale,19626.15,
sale,2018-12-29,wholesale,2388.0,
sale,2018-12-30,wholesale,1796.0,
sale,2019-01-01,wholesale,1105.75,
sale,2019-01-02,wholesale,1205.15,
sale,2019-01-03,wholesale,4864.77,
sale,2019-01-04,wholesale,90.0,
sale,2019-01-06,wholesale,1380.0,
sale,2019-01-07,wholesale,16500.0,
sale,2019-01-08,wholesale,3991.54,
sale,2019-01-09,wholesale,2484.6,
sale,2019-01-10,wholesale,10187.6,
sale,2019-01-11,wholesale,24928.8,
sale,2019-01-12,wholesale,30.0,
sale,2019-01-13,wholesale,1897.7,
sale,2019-01-16,wholesale,5977.26,
sale,2019-01-17,wholesale,1357.5,
sale,2019-01-20,wholesale,1802.35,
sale,2019-01-21,wholesale,11001.529999999999,
sale,2019-01-22,wholesale,4747.29,
sale,2019-01-23,wholesale,827.5,
sale,2019-01-24,wholesale,2911.5,
sale,2019-01-25,wholesale,319.44,
sale,2019-01-26,wholesale,41.65,
sale,2019-01-27,wholesale,754.8,
sale,2019-01-28,wholesale,4539.0,
sale,2019-01-29,wholesale,9381.77,
sale,2019-01-30,wholesale,824.48,
return,2019-08-13,retail_medical,-289.22,
return,2019-08-13,wholesale,1146507.3499999999,
sale,2019-08-13,wholesale,4754005.620000002,
return,2019-08-14,retail_medical,-182.78000000000003,
sale,2019-08-14,retail_medical,51696.409999999996,
return,2019-08-14,retail_recreational,-8103.319999999998,
sale,2019-08-14,retail_recreational,3365333.859999906,
return,2019-08-14,wholesale,1015220.1099999999,
sale,2019-08-14,wholesale,4622070.44,
return,2019-08-15,retail_medical,-159.69,
sale,2019-08-15,retail_medical,63250.129999999976,
return,2019-08-15,retail_recreational,-8136.879999999999,
sale,2019-08-15,retail_recreational,4330024.459999947,
return,2019-08-15,wholesale,600294.1599999999,
sale,2019-08-15,wholesale,2981791.72,
sale,2019-08-16,retail_medical,49509.08000000004,
return,2019-08-16,retail_recreational,-107199.0700000001,
sale,2019-08-16,retail_recreational,3542372.3799999882,
return,2019-08-16,retail_medical,-218.97000000000003,
return,2019-08-16,wholesale,261445.90000000005,
sale,2019-08-16,wholesale,822013.1999999998,
sale,2019-08-17,retail_medical,37201.21999999996,
return,2019-08-17,retail_recreational,-45053.93000000001,
sale,2019-08-17,retail_recreational,2884840.9499999625,
return,2019-03-03,wholesale,2179.0,
return,2019-06-13,wholesale,2620.0,
return,2019-08-17,retail_medical,72.47999999999999,
return,2019-08-17,wholesale,166919.74,
sale,2019-08-17,wholesale,498347.71000000014,
return,2019-08-18,retail_medical,-38.30999999999999,
sale,2019-08-18,retail_medical,43057.81,
return,2019-08-18,retail_recreational,-51484.59,
sale,2019-08-18,retail_recreational,2830876.4999999767,
return,2019-08-18,wholesale,896570.8900000004,
sale,2019-08-18,wholesale,4453982.250000004,
return,2019-08-19,retail_medical,-594.36,
sale,2019-08-19,retail_medical,55764.03,
return,2019-08-19,retail_recreational,-5940.559999999999,
sale,2019-08-19,retail_recreational,3122580.129999992,
return,2019-08-19,wholesale,720122.8600000001,
sale,2019-08-19,wholesale,4090904.7100000014,
return,2019-04-23,wholesale,2490.0,
return,2019-08-20,retail_medical,-171.02999999999997,
sale,2019-08-20,retail_medical,44338.190000000024,
return,2019-08-20,retail_recreational,-99064.34999999993,
sale,2019-08-20,retail_recreational,3235076.1800000137,
return,2019-08-20,wholesale,8167383.270000001,
sale,2019-08-20,wholesale,21366169.610000014,
return,2019-08-21,retail_medical,-59.800000000000004,
sale,2019-08-21,retail_medical,53984.579999999965,
return,2019-08-21,retail_recreational,-6428.680000000001,
sale,2019-08-21,retail_recreational,3381853.6799999066,
return,2019-08-21,wholesale,747645.8700000001,
sale,2019-08-21,wholesale,3820399.92,
sale,2019-08-22,retail_medical,64105.69999999994,
return,2019-08-22,retail_recreational,-8776.760000000013,
sale,2019-08-22,retail_recreational,4191697.28999984,
return,2019-08-22,retail_medical,-191.76,
return,2019-08-22,wholesale,447391.22000000003,
sale,2019-08-22,wholesale,2586254.410000002,
return,2019-08-23,retail_medical,-129.01,
sale,2019-08-23,retail_medical,47697.730000000025,
return,2019-08-23,retail_recreational,-7712.030000000002,
sale,2019-08-23,retail_recreational,3498613.5999998646,
return,2019-08-23,wholesale,180709.81000000003,
sale,2019-08-23,wholesale,689088.7800000003,
return,2019-08-24,retail_medical,-21.39,
sale,2019-08-24,retail_medical,37291.17000000001,
return,2019-08-24,retail_recreational,-20736.590000000004,
sale,2019-08-24,retail_recreational,2873963.7999999663,
return,2019-08-24,wholesale,78369.38,
sale,2019-08-24,wholesale,578227.45,
sale,2019-08-25,retail_medical,42799.77000000001,
return,2019-08-25,retail_recreational,-6092.200000000004,
sale,2019-08-25,retail_recreational,2884978.1799999834,
return,2019-08-25,wholesale,599967.8500000001,
sale,2019-08-25,wholesale,4352899.260000002,
return,2019-05-14,wholesale,146.0,
return,2019-06-01,wholesale,2338.25,
return,2019-06-08,wholesale,65.0,
return,2019-06-12,wholesale,400.27,
return,2019-06-14,wholesale,148.76,
return,2019-06-15,wholesale,4013.0,
return,2019-06-18,wholesale,1926.54,
return,2019-08-25,retail_medical,-252.42000000000002,
return,2019-08-26,retail_medical,-58.45,
sale,2019-08-26,retail_medical,41500.99000000001,
return,2019-08-26,retail_recreational,-6064.5100000000075,
sale,2019-08-26,retail_recreational,2859243.580000011,
return,2019-08-26,wholesale,683891.5900000002,
sale,2019-08-26,wholesale,4283888.57,
return,2019-08-27,retail_medical,-111.92999999999999,
sale,2019-08-27,retail_medical,48801.9,
return,2019-08-27,retail_recreational,-7932.270000000005,
sale,2019-08-27,retail_recreational,3092857.9399999175,
return,2019-08-27,wholesale,1015694.4699999996,
sale,2019-08-27,wholesale,4891643.0799999945,
sale,2019-08-28,retail_medical,49384.41,
return,2019-08-28,retail_recreational,-7233.3399999999965,
sale,2019-08-28,retail_recreational,3357369.250000037,
return,2019-08-28,wholesale,876172.1699999999,
sale,2019-08-28,wholesale,4017899.6200000015,
return,2019-08-28,retail_medical,-1.7899999999999991,
return,2019-08-29,retail_medical,-407.48,
sale,2019-08-29,retail_medical,68601.43999999997,
return,2019-08-29,retail_recreational,-8501.880000000003,
sale,2019-08-29,retail_recreational,4911556.679999849,
return,2019-08-29,wholesale,641171.73,
sale,2019-08-29,wholesale,3048994.830000001,
return,2019-08-30,retail_medical,-128.47000000000003,
sale,2019-08-30,retail_medical,53833.49000000001,
return,2019-08-30,retail_recreational,-7691.180000000001,
sale,2019-08-30,retail_recreational,3740729.449999831,
return,2019-08-30,wholesale,26345.7,
sale,2019-08-30,wholesale,743728.1799999998,
sale,2019-08-31,retail_medical,34727.32999999997,
return,2019-08-31,retail_recreational,-6489.529999999999,
sale,2019-08-31,retail_recreational,3087074.6599998972,
sale,2019-08-31,wholesale,442207.0400000001,
return,2019-08-31,retail_medical,-63.28,
return,2019-08-31,wholesale,42227.83,
return,2019-09-01,retail_medical,30.410000000000025,
sale,2019-09-01,retail_medical,40445.18000000001,
return,2019-09-01,retail_recreational,-6892.1699999999955,
sale,2019-09-01,retail_recreational,2939990.1099999477,
return,2019-09-01,wholesale,293034.43,
sale,2019-09-01,wholesale,1453294.9699999995,
return,2019-09-02,retail_medical,-99.13,
sale,2019-09-02,retail_medical,42756.68,
return,2019-09-02,retail_recreational,-7648.010000000008,
sale,2019-09-02,retail_recreational,3046889.4399999646,
return,2019-09-02,wholesale,720564.1599999999,
sale,2019-09-02,wholesale,3994433.3600000045,
sale,2019-09-03,retail_medical,45778.61999999999,
return,2019-09-03,retail_recreational,-8388.509999999997,
sale,2019-09-03,retail_recreational,3018889.6600000043,
return,2019-09-03,wholesale,601060.0700000001,
sale,2019-09-03,wholesale,3950419.040000003,
return,2018-02-27,wholesale,4484.75,
return,2018-03-01,wholesale,825.0,
return,2018-03-08,wholesale,459333.68000000005,
return,2018-03-13,wholesale,1480.0,
return,2018-03-20,wholesale,20907.55,
return,2018-08-12,wholesale,13441.7,
return,2018-10-14,wholesale,9200.0,
return,2019-09-03,retail_medical,5.900000000000006,
return,2019-09-04,retail_medical,-127.59,
sale,2019-09-04,retail_medical,43892.689999999995,
return,2019-09-04,retail_recreational,-5939.630000000002,
sale,2019-09-04,retail_recreational,3305574.3799999054,
return,2019-09-04,wholesale,839002.1000000002,
sale,2019-09-04,wholesale,3845390.359999998,
return,2019-09-05,retail_medical,-504.70000000000005,
sale,2019-09-05,retail_medical,57810.51,
return,2019-09-05,retail_recreational,-9189.510000000002,
sale,2019-09-05,retail_recreational,4188984.6299999687,
return,2019-09-05,wholesale,1180051.86,
sale,2019-09-05,wholesale,3634255.9400000004,
return,2019-09-06,retail_medical,-254.7,
sale,2019-09-06,retail_medical,46551.579999999994,
return,2019-09-06,retail_recreational,-6331.420000000002,
sale,2019-09-06,retail_recreational,3458300.8599999915,
return,2019-09-06,wholesale,48408.58,
sale,2019-09-06,wholesale,642407.32,
return,2019-09-07,retail_recreational,-23481.81000000001,
sale,2019-09-07,retail_recreational,2829202.309999968,
return,2019-09-07,retail_medical,-61.31000000000001,
sale,2019-09-07,retail_medical,32303.27999999999,
return,2019-09-07,wholesale,138848.53,
sale,2019-09-07,wholesale,630633.8300000001,
sale,2019-09-08,retail_medical,43109.07000000001,
return,2019-09-08,retail_recreational,-6791.400000000006,
sale,2019-09-08,retail_recreational,2796885.149999975,
return,2019-02-18,wholesale,57400.350000000006,
return,2019-09-08,retail_medical,-249.81,
return,2019-09-08,wholesale,701936.9300000002,
sale,2019-09-08,wholesale,4169147.9400000074,
return,2019-09-09,retail_medical,-13.669999999999995,
sale,2019-09-09,retail_medical,42277.569999999985,
return,2019-09-09,retail_recreational,-6549.6500000000015,
sale,2019-09-09,retail_recreational,2985462.6399999307,
return,2019-09-09,wholesale,797897.94,
sale,2019-09-09,wholesale,4533174.879999999,
return,2019-09-10,retail_medical,-114.27999999999999,
sale,2019-09-10,retail_medical,45417.799999999996,
return,2019-09-10,retail_recreational,-6184.189999999994,
sale,2019-09-10,retail_recreational,2979215.380000003,
return,2019-09-10,wholesale,716234.29,
sale,2019-09-10,wholesale,4113776.74,
return,2019-09-11,retail_medical,38.83,
sale,2019-09-11,retail_medical,40491.770000000004,
return,2019-09-11,retail_recreational,-5855.319999999998,
