status,date,type,price_total,status
sale,2019-01-27,wholesale,4675616.250000002,sale
return,2019-01-28,retail_medical,-360.0200000000001,return
sale,2019-01-28,retail_medical,302101.17999999324,sale
return,2019-01-28,retail_recreational,120.15,return
sale,2019-01-28,retail_recreational,1343091.6799999818,sale
sale,2019-01-28,wholesale,40242450.63999998,sale
return,2019-01-29,retail_medical,-393.67999999999995,return
sale,2019-01-29,retail_medical,321975.8999999998,sale
return,2019-01-29,retail_recreational,103.86,return
sale,2019-01-29,retail_recreational,1422777.1899999778,sale
sale,2019-01-29,wholesale,4363050.860000002,sale
sale,2019-01-30,retail_medical,344901.6299999986,sale
sale,2019-01-30,retail_recreational,1603852.3000000068,sale
return,2019-01-30,retail_medical,-253.64000000000007,return
return,2019-01-30,retail_recreational,446.22,return
sale,2019-01-30,wholesale,3673735.1399999997,sale
return,2019-01-31,retail_medical,-154.41000000000003,return
sale,2019-01-31,retail_medical,507612.0600000102,sale
return,2019-01-31,retail_recreational,210.31000000000003,return
sale,2019-01-31,retail_recreational,2407447.1199999447,sale
sale,2019-01-31,wholesale,2741726.1799999997,sale
return,2019-02-01,retail_medical,-44.12,return
sale,2019-02-01,retail_medical,204264.99000000136,sale
sale,2019-02-01,retail_recreational,7155.0,sale
sale,2018-03-30,retail_recreational,39987.38,
sale,2018-03-31,retail_medical,7641.809999999984,
sale,2018-03-31,retail_recreational,37939.58999999999,
sale,2018-04-01,retail_medical,6372.769999999988,
sale,2018-04-01,retail_recreational,40153.229999999996,
sale,2018-04-02,retail_medical,6567.829999999996,
sale,2018-04-02,retail_recreational,43061.81999999999,
sale,2018-04-03,retail_medical,7409.099999999992,
sale,2018-04-03,retail_recreational,41811.04999999999,
sale,2018-04-04,retail_medical,8588.630000000001,
sale,2018-04-04,retail_recreational,50472.59,
sale,2018-04-05,retail_medical,9928.669999999987,
sale,2018-04-05,retail_recreational,86065.4400000002,
sale,2018-04-06,retail_medical,9399.890000000001,
sale,2018-04-06,retail_recreational,68594.89000000023,
sale,2018-04-07,retail_medical,8028.820000000003,
sale,2018-04-07,retail_recreational,61719.01000000009,
sale,2018-04-08,retail_medical,4956.86,
sale,2018-04-08,retail_recreational,55771.9300000001,
sale,2018-04-09,retail_medical,6021.989999999984,
sale,2018-04-09,retail_recreational,61324.21000000013,
sale,2018-04-10,retail_medical,6069.369999999998,
sale,2018-04-10,retail_recreational,64263.30000000015,
sale,2018-04-11,retail_medical,7841.04999999999,
sale,2018-04-11,retail_recreational,70943.72000000018,
sale,2018-04-12,retail_medical,11546.219999999987,
sale,2018-04-12,retail_recreational,114468.20000000003,
sale,2018-04-13,retail_medical,11002.169999999998,
sale,2018-04-13,retail_recreational,81869.98999999987,
sale,2018-04-14,retail_medical,5457.1799999999985,
sale,2018-04-14,retail_recreational,68235.87999999987,
sale,2018-04-15,retail_medical,5776.809999999998,
sale,2018-04-15,retail_recreational,71083.19000000002,
sale,2018-04-16,retail_medical,6035.339999999997,
sale,2018-04-16,retail_recreational,76108.34,
sale,2018-04-17,retail_medical,5677.649999999988,
sale,2018-04-17,retail_recreational,82381.91000000006,
sale,2018-04-18,retail_medical,9324.720000000001,
sale,2018-04-18,retail_recreational,99018.23999999987,
sale,2018-04-19,retail_medical,19044.839999999993,
sale,2018-04-19,retail_recreational,235700.11000000086,
sale,2018-04-20,retail_medical,10787.049999999997,
sale,2018-04-20,retail_recreational,74950.51,
sale,2018-04-21,retail_medical,5849.500000000003,
sale,2018-04-21,retail_recreational,62918.19999999999,
sale,2018-04-22,retail_medical,5350.489999999999,
sale,2018-04-22,retail_recreational,64658.91000000003,
sale,2018-04-23,retail_medical,5706.589999999995,
sale,2018-04-23,retail_recreational,65830.09000000005,
sale,2018-04-24,retail_medical,5490.17,
sale,2018-04-24,retail_recreational,74016.38000000006,
sale,2018-04-25,retail_medical,5667.0399999999945,
sale,2018-04-25,retail_recreational,73044.16000000012,
sale,2018-04-26,retail_medical,8012.139999999997,
sale,2018-04-26,retail_recreational,118461.58000000015,
sale,2018-04-27,retail_medical,8825.639999999996,
sale,2018-04-27,retail_recreational,100675.43999999999,
sale,2018-04-28,retail_medical,8875.570000000002,
sale,2018-04-28,retail_recreational,85111.89000000007,
sale,2018-04-29,retail_medical,7490.159999999985,
sale,2018-04-29,retail_recreational,89120.87999999999,
sale,2018-04-30,retail_medical,8387.419999999993,
sale,2018-04-30,retail_recreational,102211.80000000005,
sale,2018-05-01,retail_medical,7872.519999999998,
sale,2018-05-01,retail_recreational,93642.95999999998,
sale,2018-05-02,retail_medical,6649.539999999993,
sale,2018-05-02,retail_recreational,107264.31000000004,
sale,2018-05-03,retail_medical,11159.589999999997,
sale,2018-05-03,retail_recreational,161809.6200000003,
sale,2018-05-04,retail_medical,9253.249999999998,
sale,2018-05-04,retail_recreational,115991.04999999996,
sale,2018-05-05,retail_medical,7393.700000000001,
sale,2018-05-05,retail_recreational,94710.97000000013,
sale,2018-05-06,retail_medical,5635.33999999999,
sale,2018-05-06,retail_recreational,94811.6100000001,
sale,2018-05-07,retail_medical,7150.4299999999985,
sale,2018-05-07,retail_recreational,89263.92000000011,
sale,2018-05-08,retail_medical,6998.059999999999,
sale,2018-05-08,retail_recreational,98208.00000000019,
sale,2018-05-09,retail_medical,9618.230000000001,
sale,2018-05-09,retail_recreational,107850.31000000011,
sale,2018-05-10,retail_medical,10564.969999999996,
sale,2018-05-10,retail_recreational,158767.30000000008,
sale,2018-05-11,retail_medical,8269.189999999991,
sale,2018-05-11,retail_recreational,121754.75000000003,
sale,2018-05-12,retail_medical,6966.579999999991,
sale,2018-05-12,retail_recreational,101946.89999999994,
sale,2018-05-13,retail_medical,6533.679999999998,
sale,2018-05-13,retail_recreational,99028.26999999995,
sale,2018-05-14,retail_medical,6998.480000000002,
sale,2018-05-14,retail_recreational,106028.19000000003,
sale,2018-05-15,retail_medical,8385.04,
sale,2018-05-15,retail_recreational,109248.04,
sale,2018-05-16,retail_medical,8201.989999999989,
sale,2018-05-16,retail_recreational,116982.8700000001,
sale,2018-05-17,retail_medical,10802.439999999999,
sale,2018-05-17,retail_recreational,172303.70000000004,
sale,2018-05-18,retail_medical,11822.849999999997,
sale,2018-05-18,retail_recreational,129860.10000000014,
sale,2018-05-19,retail_medical,7287.389999999993,
sale,2018-05-19,retail_recreational,106882.79000000001,
sale,2018-05-20,retail_medical,7438.249999999997,
sale,2018-05-20,retail_recreational,107980.75999999994,
sale,2018-05-21,retail_medical,7592.049999999996,
sale,2018-05-21,retail_recreational,114122.08000000002,
sale,2018-05-22,retail_medical,8503.900000000001,
sale,2018-05-22,retail_recreational,127138.48999999993,
sale,2018-05-23,retail_medical,8617.179999999997,
sale,2018-05-23,retail_recreational,147752.6499999999,
sale,2018-05-24,retail_medical,14077.919999999995,
sale,2018-05-24,retail_recreational,218788.4,
sale,2018-05-25,retail_medical,12640.060000000001,
sale,2018-05-25,retail_recreational,155996.2200000001,
sale,2018-05-26,retail_medical,7964.829999999996,
sale,2018-05-26,retail_recreational,130233.74999999996,
sale,2018-05-27,retail_medical,7277.919999999998,
sale,2018-05-27,retail_recreational,114802.13999999997,
sale,2018-05-28,retail_medical,6703.7199999999975,
sale,2018-05-28,retail_recreational,119526.40999999995,
sale,2018-05-29,retail_medical,8727.279999999999,
sale,2018-05-29,retail_recreational,131300.03999999992,
sale,2018-05-30,retail_medical,7058.889999999998,
sale,2018-05-30,retail_recreational,160134.47999999995,
sale,2018-05-31,retail_medical,18159.85999999999,
sale,2018-05-31,retail_recreational,275489.93999999994,
sale,2018-06-01,retail_medical,12660.359999999999,
sale,2018-06-01,retail_recreational,187701.53999999992,
sale,2018-06-02,retail_medical,9893.009999999995,
sale,2018-06-02,retail_recreational,155507.7799999999,
sale,2018-06-03,retail_medical,7325.800000000003,
sale,2018-06-03,retail_recreational,156236.87000000002,
sale,2018-06-04,retail_medical,9042.899999999998,
sale,2018-06-04,retail_recreational,167999.59999999995,
sale,2018-06-05,retail_medical,7818.520000000002,
sale,2018-06-05,retail_recreational,163325.48000000007,
sale,2018-06-06,retail_medical,8561.509999999997,
sale,2018-06-06,retail_recreational,169700.40999999995,
sale,2018-06-07,retail_medical,11964.539999999972,
sale,2018-06-07,retail_recreational,238322.22,
sale,2018-06-08,retail_medical,13292.059999999989,
sale,2018-06-08,retail_recreational,201074.30000000002,
sale,2018-06-09,retail_medical,9620.609999999995,
sale,2018-06-09,retail_recreational,162396.48999999993,
sale,2018-06-10,retail_medical,9248.649999999985,
sale,2018-06-10,retail_recreational,156258.96999999994,
sale,2018-06-11,retail_medical,7820.889999999997,
sale,2018-06-11,retail_recreational,151496.0299999999,
sale,2018-06-12,retail_medical,8803.389999999996,
sale,2018-06-12,retail_recreational,169230.9499999999,
sale,2018-06-13,retail_medical,9897.149999999992,
sale,2018-06-13,retail_recreational,182855.01,
sale,2018-06-14,retail_medical,12929.309999999992,
sale,2018-06-14,retail_recreational,251576.0,
sale,2018-06-15,retail_medical,14746.719999999987,
sale,2018-06-15,retail_recreational,204153.52999999988,
sale,2018-06-16,retail_medical,8103.849999999997,
sale,2018-06-16,retail_recreational,169114.81999999992,
sale,2018-06-17,retail_medical,6751.800000000001,
sale,2018-06-17,retail_recreational,166954.57999999996,
sale,2018-06-18,retail_medical,9347.019999999991,
sale,2018-06-18,retail_recreational,160947.41999999987,
sale,2018-06-19,retail_medical,9909.719999999994,
sale,2018-06-19,retail_recreational,178045.95999999996,
sale,2018-06-20,retail_medical,9357.849999999993,
sale,2018-06-20,retail_recreational,192295.02000000002,
sale,2018-06-21,retail_medical,11851.12999999999,
sale,2018-06-21,retail_recreational,246484.9,
sale,2018-06-22,retail_medical,14771.699999999988,
sale,2018-06-22,retail_recreational,218796.01999999987,
sale,2018-06-23,retail_medical,8856.389999999994,
sale,2018-06-23,retail_recreational,174662.54999999993,
sale,2018-06-24,retail_medical,9821.439999999993,
sale,2018-06-24,retail_recreational,178444.27999999997,
sale,2018-06-25,retail_medical,10136.719999999996,
sale,2018-06-25,retail_recreational,169540.12999999998,
sale,2018-06-26,retail_medical,8737.429999999993,
sale,2018-06-26,retail_recreational,174012.20999999993,
sale,2018-06-27,retail_medical,10012.399999999985,
sale,2018-06-27,retail_recreational,196281.88999999996,
sale,2018-06-28,retail_medical,15732.739999999982,
sale,2018-06-28,retail_recreational,284670.4100000002,
sale,2018-06-29,retail_medical,18101.17999999999,
sale,2018-06-29,retail_recreational,226034.26999999996,
sale,2018-06-30,retail_medical,10643.339999999997,
sale,2018-06-30,retail_recreational,187250.18999999992,
sale,2018-07-01,retail_medical,9712.729999999996,
sale,2018-07-01,retail_recreational,188594.23999999993,
sale,2018-07-02,retail_medical,12718.429999999986,
sale,2018-07-02,retail_recreational,250205.28999999998,
sale,2018-07-03,retail_medical,9539.649999999998,
sale,2018-07-03,retail_recreational,199918.67999999988,
sale,2018-07-04,retail_medical,7555.410000000004,
sale,2018-07-04,retail_recreational,194313.0699999999,
sale,2018-07-05,retail_medical,13763.59999999999,
sale,2018-07-05,retail_recreational,261590.9200000003,
sale,2018-07-06,retail_medical,11987.059999999994,
sale,2018-07-06,retail_recreational,224732.00999999998,
sale,2018-07-07,retail_medical,8732.519999999997,
sale,2018-07-07,retail_recreational,183281.42000000004,
sale,2018-07-08,retail_medical,8486.0,
sale,2018-07-08,retail_recreational,180320.68999999994,
sale,2018-07-09,retail_medical,10190.21,
sale,2018-07-09,retail_recreational,235204.34000000003,
sale,2018-07-10,retail_medical,10281.709999999997,
sale,2018-07-10,retail_recreational,197938.45999999993,
sale,2018-07-11,retail_medical,9293.649999999996,
sale,2018-07-11,retail_recreational,208771.55999999997,
sale,2018-07-12,retail_medical,11237.059999999992,
sale,2018-07-12,retail_recreational,290888.3700000002,
sale,2018-07-13,retail_medical,14372.199999999979,
sale,2018-07-13,retail_recreational,254673.17,
sale,2018-07-14,retail_medical,9830.629999999994,
sale,2018-07-14,retail_recreational,212243.18,
sale,2018-07-15,retail_medical,9614.250000000004,
sale,2018-07-15,retail_recreational,216488.91999999987,
sale,2018-07-16,retail_medical,8591.889999999996,
sale,2018-07-16,retail_recreational,212548.4,
sale,2018-07-17,retail_medical,10344.869999999997,
sale,2018-07-17,retail_recreational,231493.19999999987,
sale,2018-07-18,retail_medical,13176.929999999997,
sale,2018-07-18,retail_recreational,259389.1,
sale,2018-07-19,retail_medical,14627.239999999993,
sale,2018-07-19,retail_recreational,340765.3200000003,
sale,2018-07-20,retail_medical,15336.219999999994,
sale,2018-07-20,retail_recreational,270895.7700000001,
sale,2018-07-21,retail_medical,9639.349999999995,
sale,2018-07-21,retail_recreational,224598.30999999997,
sale,2018-07-22,retail_medical,10015.939999999991,
sale,2018-07-22,retail_recreational,216455.39999999976,
sale,2018-07-23,retail_medical,9314.689999999993,
sale,2018-07-23,retail_recreational,213695.83999999997,
sale,2018-07-24,retail_medical,9664.679999999993,
sale,2018-07-24,retail_recreational,230475.31,
sale,2018-07-25,retail_medical,8755.449999999995,
sale,2018-07-25,retail_recreational,259314.44999999995,
sale,2018-07-26,retail_medical,12010.94999999999,
sale,2018-07-26,retail_recreational,339980.3100000001,
sale,2018-07-27,retail_medical,14686.84999999999,
sale,2018-07-27,retail_recreational,289547.8300000001,
sale,2018-07-28,retail_medical,9323.68,
sale,2018-07-28,retail_recreational,240904.79000000015,
sale,2018-07-29,retail_medical,10469.939999999993,
sale,2018-07-29,retail_recreational,235594.39000000016,
sale,2018-07-30,retail_medical,9803.259999999998,
sale,2018-07-30,retail_recreational,261858.36000000025,
sale,2018-07-31,retail_medical,14049.569999999992,
sale,2018-07-31,retail_recreational,297914.0800000005,
sale,2018-08-01,retail_medical,10437.449999999995,
sale,2018-08-01,retail_recreational,290752.10000000044,
sale,2018-08-02,retail_medical,16548.44999999999,
sale,2018-08-02,retail_recreational,380556.93000000034,
sale,2018-08-03,retail_medical,17138.429999999993,
sale,2018-08-03,retail_recreational,302527.82000000024,
sale,2018-08-04,retail_medical,10796.669999999996,
sale,2018-08-04,retail_recreational,259655.9200000002,
sale,2018-08-05,retail_medical,5626.94,
sale,2018-08-05,retail_recreational,259093.68,
sale,2018-08-06,retail_medical,4729.06,
sale,2018-08-06,retail_recreational,268555.76000000007,
sale,2018-08-07,retail_medical,3849.0600000000004,
sale,2018-08-07,retail_recreational,277923.30000000005,
sale,2018-08-08,retail_medical,3304.1900000000005,
sale,2018-08-08,retail_recreational,298647.71,
sale,2018-08-09,retail_medical,3852.1500000000005,
sale,2018-08-09,retail_recreational,388879.28000000055,
sale,2018-08-10,retail_medical,4792.6,
sale,2018-08-10,retail_recreational,322820.7400000002,
sale,2018-08-11,retail_medical,3092.6099999999997,
sale,2018-08-11,retail_recreational,260972.72000000003,
sale,2018-08-12,retail_medical,4540.65,
sale,2018-08-12,retail_recreational,252928.70000000013,
sale,2018-08-13,retail_medical,2821.25,
sale,2018-08-13,retail_recreational,254485.81000000017,
sale,2018-08-14,retail_medical,3664.1299999999997,
sale,2018-08-14,retail_recreational,282877.9600000001,
sale,2018-08-15,retail_medical,9161.95,
sale,2018-08-15,retail_recreational,299296.44000000024,
sale,2018-08-16,retail_medical,12706.329999999998,
sale,2018-08-16,retail_recreational,372787.16000000027,
sale,2018-08-17,retail_medical,15018.879999999996,
sale,2018-08-17,retail_recreational,333014.2300000004,
sale,2018-08-18,retail_medical,10786.489999999994,
sale,2018-08-18,retail_recreational,270879.8800000002,
sale,2018-08-19,retail_medical,8525.310000000001,
sale,2018-08-19,retail_recreational,268999.06999999983,
sale,2018-08-20,retail_medical,9882.769999999997,
sale,2018-08-20,retail_recreational,258174.03,
sale,2018-08-21,retail_medical,9054.07999999999,
sale,2018-08-21,retail_recreational,274857.85000000015,
sale,2018-08-22,retail_medical,11340.87999999999,
sale,2018-08-22,retail_recreational,297507.1000000001,
sale,2018-08-23,retail_medical,12993.669999999991,
sale,2018-08-23,retail_recreational,380437.3600000004,
sale,2018-08-24,retail_medical,15698.289999999992,
sale,2018-08-24,retail_recreational,310092.9400000001,
sale,2018-08-25,retail_medical,9818.199999999997,
sale,2018-08-25,retail_recreational,257809.1200000001,
sale,2018-08-26,retail_medical,8592.549999999996,
sale,2018-08-26,retail_recreational,257536.6400000002,
sale,2018-08-27,retail_medical,10313.609999999997,
sale,2018-08-27,retail_recreational,249738.27000000008,
sale,2018-08-28,retail_medical,8735.869999999997,
sale,2018-08-28,retail_recreational,270104.2500000003,
sale,2018-08-29,retail_medical,10867.099999999993,
sale,2018-08-29,retail_recreational,310971.9800000008,
sale,2018-08-30,retail_medical,16803.849999999995,
sale,2018-08-30,retail_recreational,461125.7900000013,
sale,2018-08-31,retail_medical,18676.139999999992,
sale,2018-08-31,retail_recreational,340387.6300000006,
sale,2018-09-01,retail_medical,11841.159999999996,
sale,2018-09-01,retail_recreational,281138.1700000007,
sale,2018-09-02,retail_medical,12697.339999999991,
sale,2018-09-02,retail_recreational,262917.0200000002,
sale,2018-09-03,retail_medical,10269.709999999995,
sale,2018-09-03,retail_recreational,261857.8800000002,
sale,2018-09-04,retail_medical,8054.0399999999945,
sale,2018-09-04,retail_recreational,275766.17000000016,
sale,2018-09-05,retail_medical,9567.579999999996,
sale,2018-09-05,retail_recreational,293816.83000000025,
sale,2018-09-06,retail_medical,13066.109999999997,
sale,2018-09-06,retail_recreational,365813.8700000004,
sale,2018-09-07,retail_medical,14667.00999999998,
sale,2018-09-07,retail_recreational,332364.1900000003,
sale,2018-09-08,retail_medical,9803.189999999995,
sale,2018-09-08,retail_recreational,258176.04000000018,
sale,2018-09-09,retail_medical,9767.469999999998,
sale,2018-09-09,retail_recreational,263996.37999999995,
sale,2018-09-10,retail_medical,9283.639999999996,
sale,2018-09-10,retail_recreational,260613.8000000001,
sale,2018-09-11,retail_medical,8727.279999999997,
sale,2018-09-11,retail_recreational,267234.39000000013,
sale,2018-09-12,retail_medical,9800.029999999993,
sale,2018-09-12,retail_recreational,278837.1700000001,
sale,2018-09-13,retail_medical,12586.079999999984,
sale,2018-09-13,retail_recreational,390985.7900000001,
sale,2018-09-14,retail_medical,14748.729999999981,
sale,2018-09-14,retail_recreational,328045.2900000001,
sale,2018-09-15,retail_medical,10804.599999999995,
sale,2018-09-15,retail_recreational,267195.6500000002,
sale,2018-09-16,retail_medical,8065.29,
sale,2018-09-16,retail_recreational,253659.84000000003,
sale,2018-09-17,retail_medical,10324.6,
sale,2018-09-17,retail_recreational,265063.37,
sale,2018-09-18,retail_medical,9094.059999999998,
sale,2018-09-18,retail_recreational,278042.0599999999,
sale,2018-09-19,retail_recreational,301457.32,
sale,2018-09-20,retail_recreational,392986.68,
sale,2018-09-21,retail_recreational,339029.59000000026,
sale,2018-09-22,retail_medical,9099.29999999999,
sale,2018-09-22,retail_recreational,273838.50000000023,
sale,2018-09-23,retail_recreational,260217.83000000007,
sale,2018-09-24,retail_recreational,277150.90000000014,
sale,2018-09-25,retail_recreational,270446.22,
sale,2018-09-26,retail_medical,10029.609999999993,
sale,2018-09-26,retail_recreational,285440.8899999999,
sale,2018-09-27,retail_recreational,411435.7600000003,
sale,2018-09-28,retail_recreational,351228.3200000002,
sale,2018-09-29,retail_recreational,303875.7700000002,
sale,2018-09-30,retail_recreational,314664.27000000014,
sale,2018-10-01,retail_recreational,281319.7800000002,
sale,2018-10-02,retail_recreational,321690.08000000013,
sale,2018-10-03,retail_recreational,328666.5200000004,
sale,2018-10-04,retail_recreational,436854.32000000024,
sale,2018-10-05,retail_medical,16317.569999999974,
sale,2018-10-05,retail_recreational,364392.01,
sale,2018-10-06,retail_recreational,294531.05000000016,
sale,2018-10-07,retail_medical,9531.079999999994,
sale,2018-10-07,retail_recreational,262369.8600000001,
sale,2018-10-08,retail_recreational,274248.69,
sale,2018-10-09,retail_recreational,303761.00000000023,
sale,2018-10-10,retail_recreational,324266.65000000014,
sale,2018-10-11,retail_recreational,418210.9000000001,
sale,2018-10-12,retail_recreational,356058.6100000001,
sale,2018-10-13,retail_recreational,292045.2000000001,
sale,2018-10-15,retail_recreational,286405.49,
sale,2018-10-16,retail_recreational,294708.2899999999,
sale,2018-10-17,retail_recreational,314887.14000000013,
sale,2018-10-18,retail_recreational,439571.5400000006,
sale,2018-10-19,retail_medical,16703.929999999997,
sale,2018-10-19,retail_recreational,362084.14000000025,
sale,2018-10-20,retail_recreational,297495.29000000027,
sale,2018-10-21,retail_recreational,285214.87000000005,
sale,2018-10-23,retail_recreational,303109.4000000001,
sale,2018-10-24,retail_recreational,326361.99000000005,
sale,2018-10-25,retail_recreational,420930.7500000003,
sale,2018-10-26,retail_recreational,383339.4700000001,
sale,2018-10-27,retail_recreational,296094.9800000002,
sale,2018-10-28,retail_recreational,295935.91000000003,
sale,2018-10-29,retail_recreational,295642.36,
sale,2018-10-30,retail_recreational,354566.6000000002,
sale,2018-10-31,retail_recreational,351344.0000000002,
sale,2018-11-01,retail_medical,13703.269999999988,
sale,2018-11-01,retail_recreational,444915.15000000043,
sale,2018-11-02,retail_recreational,370585.9700000002,
sale,2018-11-03,retail_recreational,308062.8900000002,
sale,2018-11-04,retail_medical,10342.219999999992,
sale,2018-11-04,retail_recreational,307653.80999999994,
sale,2018-11-05,retail_recreational,295277.67000000016,
sale,2018-11-06,retail_recreational,294272.1100000001,
sale,2018-11-07,retail_recreational,328603.3900000001,
sale,2018-11-08,retail_recreational,460395.6000000005,
sale,2018-11-09,retail_recreational,385908.48,
sale,2018-11-10,retail_recreational,312916.7000000001,
sale,2018-11-11,retail_recreational,282789.63,
sale,2018-11-12,retail_recreational,299611.62000000017,
sale,2018-11-13,retail_recreational,319804.81000000035,
sale,2018-11-14,retail_recreational,362745.06000000023,
sale,2018-11-15,retail_recreational,508304.4400000003,
sale,2018-11-16,retail_recreational,418991.3000000004,
sale,2018-11-17,retail_recreational,348746.09,
sale,2018-11-18,retail_recreational,336532.49,
sale,2018-11-19,retail_recreational,383713.7000000001,
sale,2018-11-20,retail_recreational,583264.3000000004,
sale,2018-11-21,retail_medical,9117.07999999999,
sale,2018-11-21,retail_recreational,268971.82000000007,
sale,2018-11-22,retail_recreational,599628.2400000002,
sale,2018-11-23,retail_recreational,378915.22,
sale,2018-11-24,retail_recreational,298562.7000000001,
sale,2018-11-25,retail_recreational,322907.46000000014,
sale,2018-11-26,retail_recreational,295586.45,
sale,2018-11-27,retail_recreational,306411.18000000005,
sale,2018-11-28,retail_recreational,342296.1800000002,
sale,2018-11-29,retail_recreational,508011.0000000003,
sale,2018-11-30,retail_recreational,449035.7600000003,
sale,2018-12-01,retail_recreational,346115.5300000002,
sale,2018-12-02,retail_recreational,361552.53000000026,
sale,2018-12-03,retail_recreational,341285.1500000003,
sale,2018-12-04,retail_recreational,390390.2300000002,
sale,2018-12-05,retail_recreational,378130.26999999996,
sale,2018-12-06,retail_recreational,498353.4200000001,
sale,2018-12-07,retail_medical,19343.849999999988,
sale,2018-12-07,retail_recreational,442992.1200000002,
sale,2018-12-08,retail_medical,10202.63,
sale,2018-12-08,retail_recreational,350712.89000000013,
sale,2018-12-09,retail_recreational,364097.6000000002,
sale,2018-12-10,retail_recreational,346200.67000000016,
sale,2018-12-11,retail_recreational,379751.8800000003,
sale,2018-12-12,retail_medical,9926.199999999992,
sale,2018-12-12,retail_recreational,387704.4500000001,
sale,2018-12-13,retail_medical,12814.059999999989,
sale,2018-12-13,retail_recreational,516031.05000000016,
sale,2018-12-14,retail_medical,18027.51999999998,
sale,2018-12-14,retail_recreational,455369.4600000002,
sale,2018-12-15,retail_recreational,373275.9000000002,
sale,2018-12-16,retail_medical,9864.909999999998,
sale,2018-12-16,retail_recreational,371809.9400000003,
sale,2018-12-17,retail_medical,10837.739999999982,
sale,2018-12-17,retail_recreational,386575.5700000001,
sale,2018-12-18,retail_recreational,414817.9700000001,
sale,2018-12-19,retail_medical,12109.439999999984,
sale,2018-12-19,retail_recreational,447434.3400000004,
sale,2018-12-20,retail_recreational,590465.1500000004,
sale,2018-12-21,retail_recreational,538221.0800000002,
sale,2018-12-22,retail_recreational,468790.30000000016,
sale,2018-12-23,retail_medical,13762.259999999987,
sale,2018-12-23,retail_recreational,533497.5900000002,
sale,2018-12-24,retail_recreational,202993.39,
sale,2018-12-25,retail_recreational,429424.42,
sale,2018-12-26,retail_recreational,394835.17000000004,
sale,2018-12-27,retail_recreational,490349.14000000025,
sale,2018-12-28,retail_recreational,445997.2499999999,
sale,2018-12-29,retail_recreational,387062.0200000001,
sale,2018-12-30,retail_recreational,532951.56,
sale,2018-12-31,retail_recreational,495677.02999999933,
sale,2019-01-01,retail_recreational,653049.5299999994,
sale,2019-01-02,retail_recreational,736691.0099999993,
sale,2019-01-03,retail_recreational,911924.3999999973,
sale,2019-01-04,retail_recreational,794806.7499999949,
sale,2019-01-05,retail_recreational,591852.2499999999,
sale,2019-01-06,retail_recreational,628929.2100000012,
sale,2019-01-07,retail_recreational,619510.8100000017,
sale,2019-01-08,retail_recreational,630992.0999999987,
sale,2019-01-09,retail_recreational,726758.8099999987,
sale,2019-01-10,retail_recreational,911803.0999999988,
sale,2019-01-11,retail_recreational,792014.8200000009,
sale,2019-01-12,retail_recreational,613908.3000000006,
sale,2019-01-13,retail_recreational,616679.7800000004,
sale,2019-01-14,retail_recreational,661360.1800000006,
sale,2019-01-15,retail_recreational,724441.8900000006,
sale,2019-01-16,retail_recreational,726195.4700000017,
sale,2019-01-17,retail_recreational,979627.4700000031,
sale,2019-01-18,retail_recreational,816727.8000000004,
sale,2019-01-19,retail_recreational,626524.7700000015,
sale,2019-01-20,retail_recreational,618324.7900000006,
sale,2019-01-21,retail_recreational,662155.8900000019,
sale,2019-01-22,retail_recreational,666338.9800000014,
sale,2019-01-23,retail_recreational,661935.9100000011,
sale,2019-01-24,retail_recreational,903739.1599999988,
sale,2019-01-25,retail_recreational,776854.1600000003,
sale,2019-01-26,retail_recreational,610226.2700000012,
sale,2019-01-27,retail_medical,15465.689999999995,
sale,2019-01-27,retail_recreational,595060.9500000019,
sale,2019-01-28,retail_medical,20257.67999999999,
sale,2019-01-28,retail_recreational,658346.6600000005,
sale,2019-01-29,retail_medical,21295.209999999985,
sale,2019-01-29,retail_recreational,705052.3700000006,
sale,2019-01-30,retail_recreational,802965.3699999999,
sale,2019-01-31,retail_medical,44736.64999999997,
sale,2019-01-31,retail_recreational,1330920.9199999936,
return,2019-02-01,retail_medical,6.700000000000003,
sale,2019-02-01,retail_medical,315588.67999999685,
return,2019-02-01,retail_recreational,2218.7400000000002,
sale,2019-02-01,retail_recreational,2849170.3999999794,
sale,2019-02-01,wholesale,528520.88,
return,2019-02-02,retail_medical,-548.2800000000002,
sale,2019-02-02,retail_medical,410104.9300000047,
return,2019-02-02,retail_recreational,1353.3800000000003,
sale,2019-02-02,retail_recreational,2113293.669999959,
sale,2019-02-02,wholesale,604788.1400000001,
return,2019-02-03,retail_medical,-22.749999999999943,
sale,2019-02-03,retail_medical,269671.149999998,
return,2019-02-03,retail_recreational,804.7100000000003,
sale,2019-02-03,retail_recreational,1721993.0399999637,
sale,2019-02-03,wholesale,2864056.3800000018,
return,2019-02-04,retail_medical,20.240000000000013,
sale,2019-02-04,retail_medical,328499.64999999956,
sale,2019-02-04,retail_recreational,2354697.139999983,
sale,2019-02-04,wholesale,3871466.340000001,
sale,2018-09-19,retail_medical,10709.839999999995,
sale,2018-09-20,retail_medical,13451.14999999999,
sale,2018-09-21,retail_medical,15349.659999999978,
sale,2018-09-23,retail_medical,8706.319999999998,
sale,2018-09-24,retail_medical,9519.979999999994,
sale,2018-09-25,retail_medical,8411.539999999997,
sale,2018-09-27,retail_medical,13066.729999999985,
sale,2018-09-28,retail_medical,14472.819999999987,
sale,2018-09-29,retail_medical,9236.269999999984,
